NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
WP_SARSCOV2_MITOCHONDRIAL_CHRONIC_OXIDATIVE_STRESS_AND_ENDOTHELIAL_DYSFUNCTION	WP_SARSCOV2_MITOCHONDRIAL_CHRONIC_OXIDATIVE_STRESS_AND_ENDOTHELIAL_DYSFUNCTION		6	-0.61327225	-1.3970721	0.11029412	0.53901774	1.0	224	tags=67%, list=20%, signal=83%	
WP_AUTOPHAGY	WP_AUTOPHAGY		2	-0.86222225	-1.3520902	0.099403575	0.68268305	1.0	158	tags=100%, list=14%, signal=116%	
WP_MITOCHONDRIAL_COMPLEX_II_ASSEMBLY	WP_MITOCHONDRIAL_COMPLEX_II_ASSEMBLY		3	-0.7534195	-1.3362613	0.17619048	0.72635657	1.0	211	tags=67%, list=19%, signal=82%	
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	WP_HIPPOMERLIN_SIGNALING_DYSREGULATION		9	-0.51392454	-1.3219491	0.14088398	0.78177094	1.0	245	tags=56%, list=22%, signal=70%	
WP_HISTONE_MODIFICATIONS	WP_HISTONE_MODIFICATIONS		1	-0.98579043	-1.3080826	0.036144577	0.8509048	1.0	18	tags=100%, list=2%, signal=102%	
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS	WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS		1	-0.95115453	-1.2834162	0.09623431	0.9999158	1.0	57	tags=100%, list=5%, signal=105%	
WP_LIVER_X_RECEPTOR_PATHWAY	WP_LIVER_X_RECEPTOR_PATHWAY		1	-0.95115453	-1.2785126	0.06818182	0.9979576	1.0	57	tags=100%, list=5%, signal=105%	
WP_NICOTINE_EFFECT_ON_DOPAMINERGIC_NEURONS	WP_NICOTINE_EFFECT_ON_DOPAMINERGIC_NEURONS		1	-0.94849026	-1.2768321	0.10766046	0.97369844	1.0	60	tags=100%, list=5%, signal=106%	
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4	WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4		2	-0.82133335	-1.2766702	0.16734694	0.94139683	1.0	204	tags=100%, list=18%, signal=122%	
WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS	WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS		2	-0.8070813	-1.2757969	0.18777293	0.9152641	1.0	60	tags=50%, list=5%, signal=53%	
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS	WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS		1	-0.94849026	-1.2748388	0.11067194	0.8916182	1.0	60	tags=100%, list=5%, signal=106%	
WP_OMEGA9_FATTY_ACID_SYNTHESIS	WP_OMEGA9_FATTY_ACID_SYNTHESIS		1	-0.95115453	-1.2746326	0.11111111	0.8649786	1.0	57	tags=100%, list=5%, signal=105%	
WP_CYTOSOLIC_DNASENSING_PATHWAY	WP_CYTOSOLIC_DNASENSING_PATHWAY		2	-0.80711114	-1.2725214	0.18944845	0.8508119	1.0	220	tags=100%, list=20%, signal=124%	
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE	WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE		1	-0.94138545	-1.2629726	0.13469388	0.8804804	1.0	68	tags=100%, list=6%, signal=106%	
WP_ENDOCHONDRAL_OSSIFICATION	WP_ENDOCHONDRAL_OSSIFICATION		1	-0.94849026	-1.2605839	0.09619238	0.86792237	1.0	60	tags=100%, list=5%, signal=106%	
WP_SARSCOV2_B117_VARIANT_ANTAGONISES_INNATE_IMMUNE_ACTIVATION	WP_SARSCOV2_B117_VARIANT_ANTAGONISES_INNATE_IMMUNE_ACTIVATION		2	-0.80355555	-1.2538869	0.20861678	0.88066673	1.0	224	tags=100%, list=20%, signal=125%	
WP_AEROBIC_GLYCOLYSIS	WP_AEROBIC_GLYCOLYSIS		3	-0.7091568	-1.2520738	0.24939467	0.86680514	1.0	264	tags=67%, list=23%, signal=87%	
WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING	WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING		1	-0.9271759	-1.250043	0.12645914	0.85451144	1.0	84	tags=100%, list=7%, signal=108%	
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS	WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS		1	-0.92984015	-1.2453203	0.14285715	0.8575947	1.0	81	tags=100%, list=7%, signal=108%	
WP_4249_HEDGEHOG_SIGNALING_PATHWAY	WP_4249_HEDGEHOG_SIGNALING_PATHWAY		1	-0.94849026	-1.2420517	0.10869565	0.85196084	1.0	60	tags=100%, list=5%, signal=106%	
WP_GASTRIC_CANCER_NETWORK_1	WP_GASTRIC_CANCER_NETWORK_1		1	-0.92007107	-1.2326888	0.14705883	0.8764619	1.0	92	tags=100%, list=8%, signal=109%	
WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R	WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R		1	-0.9209592	-1.2277765	0.1610338	0.8798846	1.0	91	tags=100%, list=8%, signal=109%	
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION	WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION		6	-0.5296887	-1.2019745	0.25260416	0.981868	1.0	243	tags=50%, list=22%, signal=63%	
WP_PI3KAKTMTOR_VITAMIN_D3_SIGNALING	WP_PI3KAKTMTOR_VITAMIN_D3_SIGNALING		2	-0.7546667	-1.1965349	0.2706935	0.9838522	1.0	279	tags=100%, list=25%, signal=133%	
WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY	WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY		2	-0.75555557	-1.1927977	0.27272728	0.9800822	1.0	278	tags=100%, list=25%, signal=133%	
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING	WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING		2	-0.7602914	-1.1875685	0.30382776	0.98157084	1.0	179	tags=50%, list=16%, signal=59%	
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4	WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4		1	-0.89076376	-1.1846399	0.21341464	0.97383356	1.0	125	tags=100%, list=11%, signal=112%	
WP_THIAMINE_METABOLIC_PATHWAYS	WP_THIAMINE_METABOLIC_PATHWAYS		2	-0.7546667	-1.1842412	0.2962963	0.95512986	1.0	279	tags=100%, list=25%, signal=133%	
WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION	WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION		1	-0.8898757	-1.1767564	0.2446184	0.96777713	1.0	126	tags=100%, list=11%, signal=112%	
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS		2	-0.74278975	-1.1744558	0.30020705	0.9583043	1.0	57	tags=50%, list=5%, signal=53%	
WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19	WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19		1	-0.88010657	-1.170668	0.22828282	0.95449245	1.0	137	tags=100%, list=12%, signal=114%	
WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS	WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS		1	-0.8818828	-1.1679178	0.2617587	0.9473634	1.0	135	tags=100%, list=12%, signal=114%	
WP_EICOSANOID_SYNTHESIS	WP_EICOSANOID_SYNTHESIS		1	-0.8623446	-1.166379	0.22664016	0.93607223	1.0	157	tags=100%, list=14%, signal=116%	
WP_SOMATIC_SEX_DETERMINATION	WP_SOMATIC_SEX_DETERMINATION		1	-0.8623446	-1.1655682	0.24742268	0.92170095	1.0	157	tags=100%, list=14%, signal=116%	
WP_ROLES_OF_CERAMIDES_IN_THE_DEVELOPMENT_OF_INSULIN_RESISTANCE	WP_ROLES_OF_CERAMIDES_IN_THE_DEVELOPMENT_OF_INSULIN_RESISTANCE		1	-0.865897	-1.1605524	0.26666668	0.9237996	1.0	153	tags=100%, list=14%, signal=116%	
WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3		4	-0.58549297	-1.1564866	0.31034482	0.9227863	1.0	282	tags=75%, list=25%, signal=100%	
WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS	WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS		1	-0.8694494	-1.1537716	0.27237353	0.91594994	1.0	149	tags=100%, list=13%, signal=115%	
WP_EFFECT_OF_INTESTINAL_MICROBIOME_ON_ANTICOAGULANT_RESPONSE_OF_VITAMIN_K_ANTAGONISTS	WP_EFFECT_OF_INTESTINAL_MICROBIOME_ON_ANTICOAGULANT_RESPONSE_OF_VITAMIN_K_ANTAGONISTS		1	-0.865897	-1.15335	0.2907662	0.90170616	1.0	153	tags=100%, list=14%, signal=116%	
WP_SLEEP_REGULATION	WP_SLEEP_REGULATION		1	-0.8623446	-1.1499728	0.27586207	0.8983779	1.0	157	tags=100%, list=14%, signal=116%	
WP_FATTY_ACID_OMEGAOXIDATION	WP_FATTY_ACID_OMEGAOXIDATION		2	-0.70666665	-1.1282841	0.3533058	0.95882803	1.0	333	tags=100%, list=30%, signal=142%	
WP_IRINOTECAN_PATHWAY	WP_IRINOTECAN_PATHWAY		1	-0.8428064	-1.1261313	0.3122449	0.9507819	1.0	179	tags=100%, list=16%, signal=119%	
WP_FLUOROPYRIMIDINE_ACTIVITY	WP_FLUOROPYRIMIDINE_ACTIVITY		1	-0.8428064	-1.1197627	0.3148515	0.9572433	1.0	179	tags=100%, list=16%, signal=119%	
WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING	WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING		6	-0.48831543	-1.1169764	0.30379745	0.95134413	1.0	126	tags=33%, list=11%, signal=37%	
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS	WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS		2	-0.70666665	-1.109916	0.3970276	0.9600263	1.0	333	tags=100%, list=30%, signal=142%	
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER	WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER		4	-0.5493457	-1.09454	0.34047619	0.99514335	1.0	158	tags=50%, list=14%, signal=58%	
WP_NOTCH_SIGNALING_PATHWAY	WP_NOTCH_SIGNALING_PATHWAY		2	-0.6763882	-1.0912828	0.3987976	0.9908863	1.0	354	tags=50%, list=31%, signal=73%	
WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS	WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS		3	-0.6097226	-1.0889555	0.40401787	0.9834641	1.0	11	tags=33%, list=1%, signal=34%	
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING	WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING		10	-0.39490446	-1.0868815	0.32022473	0.9755541	1.0	158	tags=40%, list=14%, signal=46%	
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION	WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION		1	-0.80639434	-1.0849711	0.3777336	0.96729594	1.0	220	tags=100%, list=20%, signal=124%	
WP_MRNA_VACCINE_ACTIVATION_OF_DENDRITIC_CELL_AND_INDUCTION_OF_IFN1	WP_MRNA_VACCINE_ACTIVATION_OF_DENDRITIC_CELL_AND_INDUCTION_OF_IFN1		1	-0.80639434	-1.0804008	0.38653848	0.9675165	1.0	220	tags=100%, list=20%, signal=124%	
WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN	WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN		3	-0.5960854	-1.0785373	0.4176334	0.9598445	1.0	458	tags=100%, list=41%, signal=168%	
WP_BIOGENIC_AMINE_SYNTHESIS	WP_BIOGENIC_AMINE_SYNTHESIS		1	-0.8099467	-1.0776514	0.36055776	0.9488961	1.0	216	tags=100%, list=19%, signal=124%	
WP_SARS_CORONAVIRUS_AND_INNATE_IMMUNITY	WP_SARS_CORONAVIRUS_AND_INNATE_IMMUNITY		1	-0.80639434	-1.0748391	0.4012474	0.94455004	1.0	220	tags=100%, list=20%, signal=124%	
WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS	WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS		1	-0.80728245	-1.0748204	0.3844732	0.93182933	1.0	219	tags=100%, list=19%, signal=124%	
WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE	WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE		1	-0.80639434	-1.0747356	0.398773	0.91974664	1.0	220	tags=100%, list=20%, signal=124%	
WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION	WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION		1	-0.80639434	-1.0718861	0.41221374	0.9159705	1.0	220	tags=100%, list=20%, signal=124%	
WP_SEROTONIN_TRANSPORTER_ACTIVITY	WP_SEROTONIN_TRANSPORTER_ACTIVITY		1	-0.8099467	-1.0701787	0.3960396	0.90901595	1.0	216	tags=100%, list=19%, signal=124%	
WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY	WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY		1	-0.80728245	-1.0701354	0.39789474	0.8974722	1.0	219	tags=100%, list=19%, signal=124%	
WP_DISORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT	WP_DISORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT		1	-0.79662526	-1.0693152	0.40667975	0.888232	1.0	231	tags=100%, list=20%, signal=126%	
WP_THERMOGENESIS	WP_THERMOGENESIS		7	-0.43462694	-1.0642749	0.34852546	0.89108384	1.0	158	tags=43%, list=14%, signal=50%	
WP_NUCLEOTIDE_EXCISION_REPAIR	WP_NUCLEOTIDE_EXCISION_REPAIR		2	-0.67522407	-1.0618045	0.46357617	0.88680464	1.0	245	tags=50%, list=22%, signal=64%	
WP_STEROID_BIOSYNTHESIS	WP_STEROID_BIOSYNTHESIS		1	-0.79662526	-1.0547602	0.41846758	0.89534533	1.0	231	tags=100%, list=20%, signal=126%	
WP_ENDOTHELIN_PATHWAYS	WP_ENDOTHELIN_PATHWAYS		3	-0.58654	-1.0529565	0.42056075	0.88935024	1.0	27	tags=33%, list=2%, signal=34%	
WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS	WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS		2	-0.67668724	-1.0475142	0.4650655	0.8929816	1.0	349	tags=50%, list=31%, signal=72%	
WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM	WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM		2	-0.67522407	-1.0421506	0.4855876	0.8961984	1.0	245	tags=50%, list=22%, signal=64%	
WP_HIPPO_SIGNALING_REGULATION_PATHWAYS	WP_HIPPO_SIGNALING_REGULATION_PATHWAYS		12	-0.36424485	-1.0415674	0.41935483	0.8871137	1.0	158	tags=33%, list=14%, signal=38%	
WP_APOPTOSIS_MODULATION_BY_HSP70	WP_APOPTOSIS_MODULATION_BY_HSP70		2	-0.66672856	-1.0370175	0.47689074	0.88798904	1.0	136	tags=50%, list=12%, signal=57%	
WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT	WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT		1	-0.7753109	-1.0293767	0.46106556	0.8971233	1.0	255	tags=100%, list=23%, signal=129%	
WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER	WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER		8	-0.40570068	-1.024847	0.3923077	0.89785683	1.0	81	tags=25%, list=7%, signal=27%	
WP_HEART_DEVELOPMENT	WP_HEART_DEVELOPMENT		3	-0.57826054	-1.0186785	0.46206897	0.9035262	1.0	18	tags=33%, list=2%, signal=34%	
WP_SPHINGOLIPID_METABOLISM_OVERVIEW	WP_SPHINGOLIPID_METABOLISM_OVERVIEW		1	-0.7415631	-1.0137129	0.44980696	0.90507853	1.0	293	tags=100%, list=26%, signal=135%	
WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY	WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY		1	-0.76021314	-1.0086733	0.48472506	0.9074757	1.0	272	tags=100%, list=24%, signal=132%	
WP_ECTODERM_DIFFERENTIATION	WP_ECTODERM_DIFFERENTIATION		10	-0.36650378	-1.0063949	0.4293059	0.90305704	1.0	197	tags=40%, list=17%, signal=48%	
WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE	WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE		2	-0.6473307	-1.0062419	0.4878587	0.8939042	1.0	157	tags=50%, list=14%, signal=58%	
WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY	WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY		1	-0.7415631	-0.9989574	0.48594376	0.90163976	1.0	293	tags=100%, list=26%, signal=135%	
WP_ACETYLCHOLINE_SYNTHESIS	WP_ACETYLCHOLINE_SYNTHESIS		1	-0.7539965	-0.99846464	0.49801588	0.8933321	1.0	279	tags=100%, list=25%, signal=133%	
WP_SPHINGOLIPID_PATHWAY	WP_SPHINGOLIPID_PATHWAY		1	-0.7415631	-0.9973791	0.5	0.88676965	1.0	293	tags=100%, list=26%, signal=135%	
WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY	WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY		3	-0.53871226	-0.9962753	0.47619048	0.8803704	1.0	60	tags=33%, list=5%, signal=35%	
WP_DISORDERS_OF_GALACTOSE_METABOLISM	WP_DISORDERS_OF_GALACTOSE_METABOLISM		4	-0.50271136	-0.9928638	0.45024875	0.8792883	1.0	226	tags=50%, list=20%, signal=62%	
WP_BIOSYNTHESIS_AND_TURNOVER_OF_1DEOXYSPHINGOID_BASES	WP_BIOSYNTHESIS_AND_TURNOVER_OF_1DEOXYSPHINGOID_BASES		1	-0.7415631	-0.9826572	0.5323887	0.8933475	1.0	293	tags=100%, list=26%, signal=135%	
WP_METABOLISM_OF_SPINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS	WP_METABOLISM_OF_SPINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS		1	-0.7415631	-0.98247933	0.5089463	0.8849784	1.0	293	tags=100%, list=26%, signal=135%	
WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY	WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY		11	-0.33870968	-0.9763267	0.45751634	0.8895957	1.0	750	tags=100%, list=67%, signal=296%	
WP_SYNTHESIS_OF_CERAMIDES_AND_1DEOXYCERAMIDES	WP_SYNTHESIS_OF_CERAMIDES_AND_1DEOXYCERAMIDES		1	-0.7415631	-0.9744514	0.54780877	0.8853003	1.0	293	tags=100%, list=26%, signal=135%	
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING	WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING		1	-0.73445827	-0.97279274	0.5548902	0.8803258	1.0	301	tags=100%, list=27%, signal=136%	
WP_DOPAMINE_METABOLISM	WP_DOPAMINE_METABOLISM		3	-0.5370299	-0.9714836	0.50120485	0.87503964	1.0	216	tags=67%, list=19%, signal=82%	
WP_CELLULAR_PROTEOSTASIS	WP_CELLULAR_PROTEOSTASIS		2	-0.6151111	-0.96128017	0.5654102	0.8886802	1.0	436	tags=100%, list=39%, signal=163%	
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE	WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE		2	-0.60800207	-0.9527096	0.57734203	0.8988391	1.0	125	tags=50%, list=11%, signal=56%	
WP_VASOPRESSINREGULATED_WATER_REABSORPTION	WP_VASOPRESSINREGULATED_WATER_REABSORPTION		10	-0.33338824	-0.94697136	0.502994	0.90205437	1.0	200	tags=40%, list=18%, signal=48%	
WP_NEURAL_CREST_DIFFERENTIATION	WP_NEURAL_CREST_DIFFERENTIATION		3	-0.52457064	-0.94358456	0.5298507	0.9007659	1.0	125	tags=33%, list=11%, signal=37%	
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_PATHWAY	WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_PATHWAY		5	-0.4180295	-0.9287962	0.540146	0.92324704	1.0	220	tags=40%, list=20%, signal=49%	
WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM	WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM		1	-0.69627	-0.92857486	0.6131687	0.91538787	1.0	344	tags=100%, list=31%, signal=144%	
