NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION		10	-0.33338818	-0.90587693	0.56060606	0.95608073	1.0	200	tags=40%, list=18%, signal=48%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		2	-0.5694706	-0.8819289	0.6554622	0.98031	1.0	145	tags=50%, list=13%, signal=57%	
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION		1	-0.651865	-0.8767785	0.6949495	0.9648158	1.0	394	tags=100%, list=35%, signal=154%	
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE		1	-0.651865	-0.8641892	0.70816326	0.96585745	1.0	394	tags=100%, list=35%, signal=154%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE		1	-0.651865	-0.8587553	0.7336066	0.95264876	1.0	394	tags=100%, list=35%, signal=154%	
KEGG_PROTEIN_EXPORT	KEGG_PROTEIN_EXPORT		4	-0.42742535	-0.85600173	0.6396867	0.934853	1.0	221	tags=50%, list=20%, signal=62%	
KEGG_RIBOSOME	KEGG_RIBOSOME		55	-0.18693951	-0.8293494	0.8069307	0.96309793	1.0	701	tags=93%, list=62%, signal=233%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY		8	-0.32194552	-0.8266921	0.67403316	0.9456244	1.0	126	tags=25%, list=11%, signal=28%	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM		5	-0.38510126	-0.8208919	0.69193155	0.93393064	1.0	140	tags=40%, list=12%, signal=45%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		4	-0.42245477	-0.81991863	0.6674757	0.9145574	1.0	220	tags=50%, list=20%, signal=62%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE		2	-0.51588875	-0.80508244	0.70561796	0.9211394	1.0	153	tags=50%, list=14%, signal=58%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		6	-0.33967128	-0.785282	0.7315271	0.9359558	1.0	269	tags=50%, list=24%, signal=65%	
KEGG_OLFACTORY_TRANSDUCTION	KEGG_OLFACTORY_TRANSDUCTION		5	-0.3617113	-0.7768951	0.7064677	0.92994976	1.0	126	tags=40%, list=11%, signal=45%	
KEGG_RENIN_ANGIOTENSIN_SYSTEM	KEGG_RENIN_ANGIOTENSIN_SYSTEM		1	-0.57637656	-0.7733378	0.83501005	0.9169985	1.0	479	tags=100%, list=43%, signal=174%	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION		2	-0.49333334	-0.7672499	0.77397263	0.90873677	1.0	573	tags=100%, list=51%, signal=203%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		1	-0.5319716	-0.71552384	0.93963784	0.9680442	1.0	529	tags=100%, list=47%, signal=188%	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS		1	-0.5319716	-0.7023236	0.94257426	0.96728325	1.0	529	tags=100%, list=47%, signal=188%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		9	-0.2628778	-0.6909202	0.88285714	0.96360576	1.0	247	tags=44%, list=22%, signal=56%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		3	-0.35774508	-0.62837523	0.8958838	1.0	1.0	96	tags=33%, list=9%, signal=36%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION		2	-0.39649427	-0.62190443	0.912037	0.9905909	1.0	125	tags=50%, list=11%, signal=56%	
KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM		5	-0.2871449	-0.6099416	0.9325581	0.9804853	1.0	247	tags=60%, list=22%, signal=77%	
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM		6	-0.25869757	-0.57624775	0.96505374	0.981837	1.0	838	tags=100%, list=74%, signal=388%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		4	-0.2707035	-0.53403926	0.9727723	0.98101914	1.0	824	tags=100%, list=73%, signal=371%	
