NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOMF_PROTON_TRANSPORTING_ATP_SYNTHASE_ACTIVITY_ROTATIONAL_MECHANISM	GOMF_PROTON_TRANSPORTING_ATP_SYNTHASE_ACTIVITY_ROTATIONAL_MECHANISM		9	-0.59485155	-1.6022557	0.045845274	0.22207785	0.993	230	tags=78%, list=20%, signal=97%	
GOMF_ALPHA_ACTININ_BINDING	GOMF_ALPHA_ACTININ_BINDING		10	-0.5835825	-1.6008925	0.032520324	0.21430916	0.994	160	tags=40%, list=14%, signal=46%	
GOMF_ACTININ_BINDING	GOMF_ACTININ_BINDING		11	-0.56072307	-1.5761664	0.040697675	0.25098485	1.0	160	tags=36%, list=14%, signal=42%	
GOMF_AMP_ACTIVATED_PROTEIN_KINASE_ACTIVITY	GOMF_AMP_ACTIVATED_PROTEIN_KINASE_ACTIVITY		3	-0.8629893	-1.5411314	0.026634382	0.32080147	1.0	158	tags=100%, list=14%, signal=116%	
GOMF_TROPONIN_I_BINDING	GOMF_TROPONIN_I_BINDING		2	-0.9928889	-1.5333805	0.0	0.32818186	1.0	11	tags=100%, list=1%, signal=101%	
GOMF_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		9	-0.58537704	-1.5293038	0.040816326	0.32630843	1.0	268	tags=67%, list=24%, signal=87%	
GOMF_FATZ_BINDING	GOMF_FATZ_BINDING		3	-0.886121	-1.5285593	0.037117902	0.31622955	1.0	132	tags=100%, list=12%, signal=113%	
GOMF_ATPASE_BINDING	GOMF_ATPASE_BINDING		17	-0.4814839	-1.5023189	0.0472973	0.38141257	1.0	295	tags=53%, list=26%, signal=71%	
GOMF_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING		2	-0.94666666	-1.4945742	0.015283843	0.39235595	1.0	63	tags=100%, list=6%, signal=106%	
GOMF_THIAMINE_PYROPHOSPHATE_BINDING	GOMF_THIAMINE_PYROPHOSPHATE_BINDING		3	-0.8424933	-1.493109	0.034013607	0.38471645	1.0	169	tags=67%, list=15%, signal=78%	
GOMF_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BINDING		2	-0.94666666	-1.4900135	0.012605042	0.38162807	1.0	63	tags=100%, list=6%, signal=106%	
GOMF_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING		2	-0.94666666	-1.4670943	0.028571429	0.442141	1.0	63	tags=100%, list=6%, signal=106%	
GOMF_FATTY_ACID_SYNTHASE_ACTIVITY	GOMF_FATTY_ACID_SYNTHASE_ACTIVITY		2	-0.9197364	-1.4568143	0.03736264	0.46257645	1.0	57	tags=50%, list=5%, signal=53%	
GOMF_CELL_ADHESIVE_PROTEIN_BINDING_INVOLVED_IN_BUNDLE_OF_HIS_CELL_PURKINJE_MYOCYTE_COMMUNICATION	GOMF_CELL_ADHESIVE_PROTEIN_BINDING_INVOLVED_IN_BUNDLE_OF_HIS_CELL_PURKINJE_MYOCYTE_COMMUNICATION		4	-0.72306323	-1.4528502	0.083538085	0.4632639	1.0	316	tags=100%, list=28%, signal=138%	
GOMF_ELECTRON_TRANSFER_ACTIVITY	GOMF_ELECTRON_TRANSFER_ACTIVITY		51	-0.34186035	-1.451551	0.038647342	0.454281	1.0	346	tags=51%, list=31%, signal=70%	
GOMF_TRANSPORTER_ACTIVITY	GOMF_TRANSPORTER_ACTIVITY		86	-0.30361965	-1.4469312	0.006535948	0.4571309	1.0	274	tags=45%, list=24%, signal=55%	
GOMF_PROTEIN_BINDING_INVOLVED_IN_HETEROTYPIC_CELL_CELL_ADHESION	GOMF_PROTEIN_BINDING_INVOLVED_IN_HETEROTYPIC_CELL_CELL_ADHESION		4	-0.72306323	-1.4382861	0.088942304	0.4751778	1.0	316	tags=100%, list=28%, signal=138%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR		2	-0.9100376	-1.4352978	0.05679513	0.4727602	1.0	9	tags=50%, list=1%, signal=50%	
GOMF_CALMODULIN_BINDING	GOMF_CALMODULIN_BINDING		29	-0.37551418	-1.4306105	0.05533597	0.47733846	1.0	177	tags=41%, list=16%, signal=48%	
GOMF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		7	-0.5984328	-1.4299611	0.09585492	0.4674836	1.0	268	tags=71%, list=24%, signal=93%	
GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING		3	-0.8004715	-1.4237703	0.08983452	0.47500473	1.0	63	tags=67%, list=6%, signal=70%	
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_CARBON_BONDS	GOMF_LIGASE_ACTIVITY_FORMING_CARBON_CARBON_BONDS		3	-0.79626334	-1.4207437	0.06666667	0.47350392	1.0	233	tags=100%, list=21%, signal=126%	
GOMF_CYTOSKELETAL_PROTEIN_BINDING	GOMF_CYTOSKELETAL_PROTEIN_BINDING		145	-0.27547792	-1.4110271	0.0	0.4937262	1.0	176	tags=29%, list=16%, signal=30%	
GOMF_BIOTIN_BINDING	GOMF_BIOTIN_BINDING		2	-0.8835556	-1.4012575	0.06396589	0.51398224	1.0	134	tags=100%, list=12%, signal=113%	
GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		18	-0.42833304	-1.3902847	0.091836736	0.53710985	1.0	230	tags=56%, list=20%, signal=69%	
GOMF_PHOSPHATE_ION_BINDING	GOMF_PHOSPHATE_ION_BINDING		2	-0.8782222	-1.3856362	0.086666666	0.5418463	1.0	140	tags=100%, list=12%, signal=114%	
GOMF_STRUCTURAL_MOLECULE_ACTIVITY_CONFERRING_ELASTICITY	GOMF_STRUCTURAL_MOLECULE_ACTIVITY_CONFERRING_ELASTICITY		6	-0.61177033	-1.382895	0.14210527	0.5400732	1.0	37	tags=33%, list=3%, signal=34%	
GOMF_LAMININ_BINDING	GOMF_LAMININ_BINDING		7	-0.575496	-1.3706523	0.14503817	0.5707682	1.0	212	tags=71%, list=19%, signal=87%	
GOMF_MUSCLE_ALPHA_ACTININ_BINDING	GOMF_MUSCLE_ALPHA_ACTININ_BINDING		8	-0.5382242	-1.3547363	0.14397906	0.615952	1.0	70	tags=25%, list=6%, signal=26%	
GOMF_LAMININ_1_BINDING	GOMF_LAMININ_1_BINDING		2	-0.8604444	-1.3499033	0.10548523	0.6217682	1.0	160	tags=100%, list=14%, signal=116%	
GOMF_DYSTROGLYCAN_BINDING	GOMF_DYSTROGLYCAN_BINDING		5	-0.6057313	-1.34728	0.16296296	0.61921185	1.0	192	tags=80%, list=17%, signal=96%	
GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_BINDING	GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_BINDING		2	-0.8666667	-1.3361241	0.089686096	0.65756184	1.0	153	tags=100%, list=14%, signal=116%	
GOMF_STEROL_ESTERASE_ACTIVITY	GOMF_STEROL_ESTERASE_ACTIVITY		2	-0.84355557	-1.3316468	0.12280702	0.6707456	1.0	179	tags=100%, list=16%, signal=119%	
GOMF_4_IRON_4_SULFUR_CLUSTER_BINDING	GOMF_4_IRON_4_SULFUR_CLUSTER_BINDING		9	-0.4898026	-1.3306679	0.14363144	0.6638023	1.0	299	tags=78%, list=27%, signal=105%	
GOMF_UBIQUINONE_BINDING	GOMF_UBIQUINONE_BINDING		2	-0.8291066	-1.3294597	0.12917595	0.6590006	1.0	171	tags=50%, list=15%, signal=59%	
GOMF_MYOSIN_II_BINDING	GOMF_MYOSIN_II_BINDING		3	-0.73248404	-1.3263369	0.18138425	0.66688395	1.0	241	tags=67%, list=21%, signal=85%	
GOMF_MYOSIN_HEAVY_CHAIN_BINDING	GOMF_MYOSIN_HEAVY_CHAIN_BINDING		5	-0.61471385	-1.3224344	0.17302799	0.6796658	1.0	241	tags=80%, list=21%, signal=101%	
GOMF_EXOGENOUS_PROTEIN_BINDING	GOMF_EXOGENOUS_PROTEIN_BINDING		6	-0.5732116	-1.3178778	0.1640625	0.69742054	1.0	166	tags=50%, list=15%, signal=58%	
GOMF_LYSINE_N_METHYLTRANSFERASE_ACTIVITY	GOMF_LYSINE_N_METHYLTRANSFERASE_ACTIVITY		1	-0.98579043	-1.3169178	0.0331384	0.6924615	1.0	18	tags=100%, list=2%, signal=102%	
GOMF_HEXOSYLTRANSFERASE_ACTIVITY	GOMF_HEXOSYLTRANSFERASE_ACTIVITY		5	-0.6325156	-1.3168179	0.18226601	0.6816381	1.0	269	tags=80%, list=24%, signal=105%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR		3	-0.7346445	-1.315709	0.18636364	0.6777102	1.0	279	tags=67%, list=25%, signal=88%	
GOMF_UBIQUINOL_CYTOCHROME_C_REDUCTASE_ACTIVITY	GOMF_UBIQUINOL_CYTOCHROME_C_REDUCTASE_ACTIVITY		2	-0.83022225	-1.3144081	0.1487069	0.67587847	1.0	194	tags=100%, list=17%, signal=121%	
GOMF_PROTEIN_PHOSPHATASE_2B_BINDING	GOMF_PROTEIN_PHOSPHATASE_2B_BINDING		1	-0.98134995	-1.3128483	0.044303797	0.67488706	1.0	23	tags=100%, list=2%, signal=102%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_DIPHENOLS_AND_RELATED_SUBSTANCES_AS_DONORS	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_DIPHENOLS_AND_RELATED_SUBSTANCES_AS_DONORS		2	-0.83022225	-1.3109251	0.14556962	0.6774287	1.0	194	tags=100%, list=17%, signal=121%	
GOMF_HISTONE_LYSINE_N_METHYLTRANSFERASE_ACTIVITY	GOMF_HISTONE_LYSINE_N_METHYLTRANSFERASE_ACTIVITY		1	-0.98579043	-1.3105445	0.025793651	0.66962373	1.0	18	tags=100%, list=2%, signal=102%	
GOMF_TRANSKETOLASE_OR_TRANSALDOLASE_ACTIVITY	GOMF_TRANSKETOLASE_OR_TRANSALDOLASE_ACTIVITY		1	-0.97602135	-1.3053288	0.038306452	0.69359106	1.0	29	tags=100%, list=3%, signal=103%	
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY	GOMF_PROTEIN_SERINE_KINASE_ACTIVITY		12	-0.45570356	-1.3042989	0.18018018	0.6899258	1.0	126	tags=42%, list=11%, signal=46%	
GOMF_PHOSPHATIDIC_ACID_BINDING	GOMF_PHOSPHATIDIC_ACID_BINDING		2	-0.83073074	-1.3032761	0.16488223	0.6860786	1.0	52	tags=50%, list=5%, signal=52%	
GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY		4	-0.6420303	-1.3025384	0.18706697	0.68021387	1.0	407	tags=100%, list=36%, signal=156%	
GOMF_P_TYPE_CALCIUM_TRANSPORTER_ACTIVITY	GOMF_P_TYPE_CALCIUM_TRANSPORTER_ACTIVITY		1	-0.9777975	-1.3003329	0.05	0.68469685	1.0	27	tags=100%, list=2%, signal=102%	
GOMF_LONG_CHAIN_FATTY_ACID_TRANSPORTER_ACTIVITY	GOMF_LONG_CHAIN_FATTY_ACID_TRANSPORTER_ACTIVITY		3	-0.7359918	-1.2948496	0.21198156	0.7090286	1.0	189	tags=67%, list=17%, signal=80%	
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY		17	-0.41196528	-1.2883924	0.15436241	0.7387931	1.0	158	tags=41%, list=14%, signal=47%	
GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY		4	-0.6420303	-1.2880454	0.2004831	0.7307693	1.0	407	tags=100%, list=36%, signal=156%	
GOMF_HISTONE_KINASE_ACTIVITY	GOMF_HISTONE_KINASE_ACTIVITY		1	-0.94316167	-1.2736099	0.11018711	0.8077077	1.0	66	tags=100%, list=6%, signal=106%	
GOMF_P_TYPE_ION_TRANSPORTER_ACTIVITY	GOMF_P_TYPE_ION_TRANSPORTER_ACTIVITY		3	-0.6903725	-1.2720405	0.23486683	0.8068565	1.0	27	tags=33%, list=2%, signal=34%	
GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY	GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY		1	-0.96891654	-1.2717834	0.06666667	0.7977752	1.0	37	tags=100%, list=3%, signal=103%	
GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_BINDING		1	-0.9555951	-1.2710737	0.07465619	0.7918779	1.0	52	tags=100%, list=5%, signal=105%	
GOMF_PHOSPHATIDYLINOSITOL_3_4_BISPHOSPHATE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_3_4_BISPHOSPHATE_BINDING		1	-0.94582593	-1.2597587	0.11368421	0.8480002	1.0	63	tags=100%, list=6%, signal=106%	
GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY		1	-0.94849026	-1.2586904	0.10291262	0.8435026	1.0	60	tags=100%, list=5%, signal=106%	
GOMF_LIGASE_ACTIVITY	GOMF_LIGASE_ACTIVITY		26	-0.3483556	-1.2579651	0.14498141	0.83725536	1.0	255	tags=46%, list=23%, signal=58%	
GOMF_CALCIUM_RELEASE_CHANNEL_ACTIVITY	GOMF_CALCIUM_RELEASE_CHANNEL_ACTIVITY		1	-0.9271759	-1.2504331	0.121703856	0.86922807	1.0	84	tags=100%, list=7%, signal=108%	
GOMF_SIGNAL_SEQUENCE_BINDING	GOMF_SIGNAL_SEQUENCE_BINDING		5	-0.5874346	-1.2481947	0.2176039	0.8710181	1.0	246	tags=60%, list=22%, signal=76%	
GOMF_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	GOMF_LIGAND_GATED_CATION_CHANNEL_ACTIVITY		1	-0.9271759	-1.2475922	0.13663366	0.86410373	1.0	84	tags=100%, list=7%, signal=108%	
GOMF_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY	GOMF_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY		3	-0.6926334	-1.2433312	0.23946784	0.87750584	1.0	66	tags=67%, list=6%, signal=71%	
GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY	GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY		6	-0.5333816	-1.2410244	0.21717171	0.8801697	1.0	374	tags=67%, list=33%, signal=99%	
GOMF_TBP_CLASS_PROTEIN_BINDING	GOMF_TBP_CLASS_PROTEIN_BINDING		4	-0.60935456	-1.2406753	0.21563981	0.87166893	1.0	106	tags=50%, list=9%, signal=55%	
GOMF_HISTONE_SERINE_KINASE_ACTIVITY	GOMF_HISTONE_SERINE_KINASE_ACTIVITY		1	-0.94316167	-1.2397858	0.13545817	0.8662537	1.0	66	tags=100%, list=6%, signal=106%	
GOMF_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GOMF_INTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY		1	-0.9271759	-1.2327362	0.13476562	0.89462245	1.0	84	tags=100%, list=7%, signal=108%	
GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY	GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY		1	-0.9271759	-1.228873	0.16367266	0.9046062	1.0	84	tags=100%, list=7%, signal=108%	
GOMF_P_TYPE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_P_TYPE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		3	-0.6903725	-1.2273371	0.2457421	0.9029513	1.0	27	tags=33%, list=2%, signal=34%	
GOMF_PROTEIN_KINASE_A_REGULATORY_SUBUNIT_BINDING	GOMF_PROTEIN_KINASE_A_REGULATORY_SUBUNIT_BINDING		3	-0.68034804	-1.2246757	0.26840854	0.9062363	1.0	84	tags=67%, list=7%, signal=72%	
GOMF_FIBRONECTIN_BINDING	GOMF_FIBRONECTIN_BINDING		3	-0.65956	-1.2031577	0.26096997	1.0	1.0	302	tags=67%, list=27%, signal=91%	
GOMF_ALPHA_TUBULIN_BINDING	GOMF_ALPHA_TUBULIN_BINDING		1	-0.9049734	-1.2015479	0.2037422	1.0	1.0	109	tags=100%, list=10%, signal=111%	
GOMF_GLUCOSYLTRANSFERASE_ACTIVITY	GOMF_GLUCOSYLTRANSFERASE_ACTIVITY		1	-0.89698046	-1.2001334	0.22115384	1.0	1.0	118	tags=100%, list=10%, signal=112%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_OXYGEN_AS_ACCEPTOR	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_OXYGEN_AS_ACCEPTOR		1	-0.8809947	-1.2000692	0.19959678	0.9943616	1.0	136	tags=100%, list=12%, signal=114%	
GOMF_UDP_GLYCOSYLTRANSFERASE_ACTIVITY	GOMF_UDP_GLYCOSYLTRANSFERASE_ACTIVITY		1	-0.89698046	-1.1994798	0.21146245	0.9872613	1.0	118	tags=100%, list=10%, signal=112%	
GOMF_PHOSPHATIDYLGLYCEROL_BINDING	GOMF_PHOSPHATIDYLGLYCEROL_BINDING		2	-0.7671551	-1.1989747	0.30283225	0.97931385	1.0	87	tags=50%, list=8%, signal=54%	
GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY		2	-0.7644445	-1.1987652	0.2665198	0.97041434	1.0	268	tags=100%, list=24%, signal=131%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN		2	-0.7502222	-1.196885	0.2857143	0.9694661	1.0	284	tags=100%, list=25%, signal=133%	
GOMF_CARDIOLIPIN_BINDING	GOMF_CARDIOLIPIN_BINDING		2	-0.7671551	-1.1967266	0.2683438	0.96043634	1.0	87	tags=50%, list=8%, signal=54%	
GOMF_ATPASE_ACTIVATOR_ACTIVITY	GOMF_ATPASE_ACTIVATOR_ACTIVITY		6	-0.5333816	-1.1942775	0.28039703	0.9623868	1.0	374	tags=67%, list=33%, signal=99%	
GOMF_ACTIN_MONOMER_BINDING	GOMF_ACTIN_MONOMER_BINDING		4	-0.6071044	-1.1938866	0.28755364	0.95480746	1.0	241	tags=75%, list=21%, signal=95%	
GOMF_UDP_GLUCOSYLTRANSFERASE_ACTIVITY	GOMF_UDP_GLUCOSYLTRANSFERASE_ACTIVITY		1	-0.89698046	-1.1929487	0.19653179	0.9499189	1.0	118	tags=100%, list=10%, signal=112%	
GOMF_SMALL_RIBOSOMAL_SUBUNIT_RRNA_BINDING	GOMF_SMALL_RIBOSOMAL_SUBUNIT_RRNA_BINDING		3	-0.6611503	-1.1883545	0.28103045	0.96230644	1.0	347	tags=67%, list=31%, signal=96%	
GOMF_GLYCOGEN_BINDING	GOMF_GLYCOGEN_BINDING		1	-0.8943162	-1.1878392	0.21850394	0.95565057	1.0	121	tags=100%, list=11%, signal=112%	
GOMF_COLLAGEN_BINDING_INVOLVED_IN_CELL_MATRIX_ADHESION	GOMF_COLLAGEN_BINDING_INVOLVED_IN_CELL_MATRIX_ADHESION		1	-0.89076376	-1.1870625	0.2122449	0.94991773	1.0	125	tags=100%, list=11%, signal=112%	
GOMF_SODIUM_CHANNEL_INHIBITOR_ACTIVITY	GOMF_SODIUM_CHANNEL_INHIBITOR_ACTIVITY		1	-0.8898757	-1.1834309	0.22474226	0.9572082	1.0	126	tags=100%, list=11%, signal=112%	
GOMF_C_METHYLTRANSFERASE_ACTIVITY	GOMF_C_METHYLTRANSFERASE_ACTIVITY		2	-0.74844444	-1.1829664	0.31096196	0.9503099	1.0	286	tags=100%, list=25%, signal=134%	
GOMF_C_X3_C_CHEMOKINE_BINDING	GOMF_C_X3_C_CHEMOKINE_BINDING		1	-0.89076376	-1.182008	0.22	0.9456951	1.0	125	tags=100%, list=11%, signal=112%	
GOMF_CORECEPTOR_ACTIVITY	GOMF_CORECEPTOR_ACTIVITY		1	-0.89076376	-1.1809218	0.21673004	0.9419647	1.0	125	tags=100%, list=11%, signal=112%	
GOMF_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		3	-0.66370106	-1.1799477	0.29512194	0.93771124	1.0	382	tags=100%, list=34%, signal=151%	
GOMF_POLY_ADP_D_RIBOSE_BINDING	GOMF_POLY_ADP_D_RIBOSE_BINDING		1	-0.8809947	-1.1792189	0.23679061	0.93252724	1.0	136	tags=100%, list=12%, signal=114%	
GOMF_DESUMOYLASE_ACTIVITY	GOMF_DESUMOYLASE_ACTIVITY		1	-0.8738899	-1.1757044	0.24894515	0.939461	1.0	144	tags=100%, list=13%, signal=115%	
