NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	Details ...	14	-0.52242976	-1.5955464	0.022012578	0.24882948	0.995	305	tags=57%, list=27%, signal=77%	
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	Details ...	3	-0.91360384	-1.5902283	0.01010101	0.24665955	0.996	69	tags=67%, list=6%, signal=71%	
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS		3	-0.8525489	-1.5768553	0.01750547	0.26077417	0.997	57	tags=33%, list=5%, signal=35%	
REACTOME_HCMV_EARLY_EVENTS	REACTOME_HCMV_EARLY_EVENTS		8	-0.63814396	-1.5737888	0.034852546	0.2541286	0.997	229	tags=63%, list=20%, signal=78%	
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS		7	-0.6426976	-1.5642031	0.0626703	0.2611408	0.997	229	tags=71%, list=20%, signal=89%	
REACTOME_DAG_AND_IP3_SIGNALING	REACTOME_DAG_AND_IP3_SIGNALING		3	-0.8606194	-1.5515887	0.026442308	0.27718002	0.998	126	tags=67%, list=11%, signal=75%	
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION		3	-0.86498755	-1.5469465	0.040572792	0.2763155	0.999	126	tags=67%, list=11%, signal=75%	
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION		3	-0.86498755	-1.5462121	0.025171624	0.26748636	0.999	126	tags=67%, list=11%, signal=75%	
REACTOME_MITOTIC_PROMETAPHASE	REACTOME_MITOTIC_PROMETAPHASE		16	-0.49010804	-1.5397516	0.038961038	0.2706762	1.0	280	tags=56%, list=25%, signal=74%	
REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR	REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR		3	-0.86498755	-1.5390875	0.034883723	0.2623735	1.0	126	tags=67%, list=11%, signal=75%	
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS		13	-0.52079016	-1.529872	0.040123455	0.27161315	1.0	229	tags=62%, list=20%, signal=76%	
REACTOME_LONG_TERM_POTENTIATION	REACTOME_LONG_TERM_POTENTIATION		3	-0.86498755	-1.5184579	0.029279279	0.28676507	1.0	126	tags=67%, list=11%, signal=75%	
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING		6	-0.66826725	-1.5159779	0.07537688	0.28298125	1.0	341	tags=83%, list=30%, signal=119%	
REACTOME_HCMV_INFECTION	REACTOME_HCMV_INFECTION		9	-0.57650083	-1.4970928	0.06469002	0.31811512	1.0	229	tags=56%, list=20%, signal=69%	
REACTOME_INTERFERON_GAMMA_SIGNALING	REACTOME_INTERFERON_GAMMA_SIGNALING		5	-0.7020506	-1.4929755	0.06356968	0.31857714	1.0	166	tags=40%, list=15%, signal=47%	
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI		2	-0.9347286	-1.4905676	0.013071896	0.3152939	1.0	27	tags=50%, list=2%, signal=51%	
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	REACTOME_MET_ACTIVATES_PTK2_SIGNALING		10	-0.5539588	-1.4843948	0.08022922	0.32017854	1.0	125	tags=50%, list=11%, signal=56%	
REACTOME_UBIQUINOL_BIOSYNTHESIS	REACTOME_UBIQUINOL_BIOSYNTHESIS		4	-0.7497774	-1.4804635	0.07857143	0.32097608	1.0	286	tags=100%, list=25%, signal=134%	
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING		2	-0.9347286	-1.4596612	0.03275109	0.3649907	1.0	27	tags=50%, list=2%, signal=51%	
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS		4	-0.7435441	-1.444452	0.1	0.3959759	1.0	293	tags=100%, list=26%, signal=135%	
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM		3	-0.79626334	-1.4429449	0.0787037	0.3897612	1.0	233	tags=100%, list=21%, signal=126%	
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM		3	-0.79626334	-1.4397348	0.07865169	0.38858733	1.0	233	tags=100%, list=21%, signal=126%	
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM		3	-0.80249107	-1.4173962	0.07109005	0.43982184	1.0	226	tags=100%, list=20%, signal=125%	
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM	REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM		3	-0.79626334	-1.4149781	0.091334894	0.43596783	1.0	233	tags=100%, list=21%, signal=126%	
REACTOME_AGGREPHAGY	REACTOME_AGGREPHAGY		7	-0.59328985	-1.4083447	0.103626944	0.4443279	1.0	229	tags=57%, list=20%, signal=71%	
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK		4	-0.7142266	-1.4080815	0.10969388	0.43494233	1.0	240	tags=75%, list=21%, signal=95%	
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC		4	-0.70080143	-1.4055614	0.12933025	0.43262422	1.0	341	tags=100%, list=30%, signal=143%	
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES		2	-0.8774277	-1.4021046	0.07032967	0.43308473	1.0	69	tags=50%, list=6%, signal=53%	
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS		9	-0.52904826	-1.3994652	0.10164835	0.43106475	1.0	283	tags=56%, list=25%, signal=74%	
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT		90	-0.287505	-1.3915993	0.005586592	0.44272336	1.0	314	tags=44%, list=28%, signal=57%	
REACTOME_BASIGIN_INTERACTIONS	REACTOME_BASIGIN_INTERACTIONS		3	-0.7677936	-1.3774822	0.11034483	0.47295144	1.0	265	tags=100%, list=24%, signal=130%	
REACTOME_SIGNALING_BY_MET	REACTOME_SIGNALING_BY_MET		12	-0.47757757	-1.3741775	0.09615385	0.4726858	1.0	125	tags=42%, list=11%, signal=46%	
REACTOME_SODIUM_CALCIUM_EXCHANGERS	REACTOME_SODIUM_CALCIUM_EXCHANGERS		2	-0.8774277	-1.3737855	0.066523604	0.46418738	1.0	69	tags=50%, list=6%, signal=53%	
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM		15	-0.4275879	-1.3607907	0.09006211	0.49118572	1.0	158	tags=40%, list=14%, signal=46%	
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION		2	-0.85333335	-1.3579441	0.09911894	0.48979893	1.0	168	tags=100%, list=15%, signal=117%	
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES		12	-0.479814	-1.3569188	0.12341772	0.48388273	1.0	280	tags=58%, list=25%, signal=77%	
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS		4	-0.68292606	-1.3568859	0.14976959	0.47515202	1.0	12	tags=25%, list=1%, signal=25%	
REACTOME_MET_PROMOTES_CELL_MOTILITY	REACTOME_MET_PROMOTES_CELL_MOTILITY		12	-0.47757757	-1.3562543	0.10638298	0.4683887	1.0	125	tags=42%, list=11%, signal=46%	
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION		2	-0.86222225	-1.3547603	0.102564104	0.46439928	1.0	158	tags=100%, list=14%, signal=116%	
REACTOME_SPHINGOLIPID_METABOLISM	REACTOME_SPHINGOLIPID_METABOLISM		5	-0.612516	-1.3462151	0.16864608	0.48007476	1.0	293	tags=80%, list=26%, signal=108%	
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR_IN_DISEASE		2	-0.85333335	-1.337232	0.11637931	0.50109965	1.0	168	tags=100%, list=15%, signal=117%	
REACTOME_SELECTIVE_AUTOPHAGY	REACTOME_SELECTIVE_AUTOPHAGY		13	-0.45189628	-1.3307041	0.1402439	0.5166374	1.0	229	tags=54%, list=20%, signal=67%	
REACTOME_FLT3_SIGNALING_IN_DISEASE	REACTOME_FLT3_SIGNALING_IN_DISEASE		2	-0.85333335	-1.3293365	0.105726875	0.51358765	1.0	168	tags=100%, list=15%, signal=117%	
REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS	REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS		2	-0.85333335	-1.3226633	0.13436124	0.5352744	1.0	168	tags=100%, list=15%, signal=117%	
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY		2	-0.86222225	-1.31995	0.12525667	0.53907764	1.0	158	tags=100%, list=14%, signal=116%	
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE		2	-0.85333335	-1.318968	0.13263159	0.5352394	1.0	168	tags=100%, list=15%, signal=117%	
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION		2	-0.83466667	-1.3143876	0.15632184	0.54820967	1.0	189	tags=100%, list=17%, signal=120%	
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY		1	-0.991119	-1.3071519	0.027237354	0.5746162	1.0	12	tags=100%, list=1%, signal=101%	
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB	REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB		2	-0.81843185	-1.2859635	0.15955056	0.6694989	1.0	126	tags=50%, list=11%, signal=56%	
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES		9	-0.48018217	-1.2858052	0.17231639	0.66050714	1.0	280	tags=56%, list=25%, signal=73%	
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING		2	-0.8070813	-1.2822905	0.17798595	0.6676565	1.0	60	tags=50%, list=5%, signal=53%	
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION	REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION		1	-0.95115453	-1.2812518	0.09274194	0.6630975	1.0	57	tags=100%, list=5%, signal=105%	
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS		5	-0.6024991	-1.2761981	0.21568628	0.67699397	1.0	269	tags=60%, list=24%, signal=78%	
REACTOME_PHASE_0_RAPID_DEPOLARISATION	REACTOME_PHASE_0_RAPID_DEPOLARISATION		2	-0.81843185	-1.2760582	0.16629213	0.6683973	1.0	126	tags=50%, list=11%, signal=56%	
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB		1	-0.94849026	-1.271337	0.10964083	0.68128306	1.0	60	tags=100%, list=5%, signal=106%	
REACTOME_RET_SIGNALING	REACTOME_RET_SIGNALING		1	-0.94849026	-1.2703768	0.09876543	0.675878	1.0	60	tags=100%, list=5%, signal=106%	
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION		1	-0.95914745	-1.2697817	0.06844106	0.6698957	1.0	48	tags=100%, list=4%, signal=104%	
REACTOME_CELL_CELL_COMMUNICATION	REACTOME_CELL_CELL_COMMUNICATION		15	-0.40018138	-1.2692828	0.14982578	0.6631935	1.0	197	tags=47%, list=17%, signal=56%	
REACTOME_GLYCOGEN_STORAGE_DISEASES	REACTOME_GLYCOGEN_STORAGE_DISEASES		2	-0.8017778	-1.2682877	0.20734341	0.6588911	1.0	226	tags=100%, list=20%, signal=125%	
REACTOME_AURKA_ACTIVATION_BY_TPX2	REACTOME_AURKA_ACTIVATION_BY_TPX2		9	-0.48018217	-1.2647831	0.18604651	0.665363	1.0	280	tags=56%, list=25%, signal=73%	
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS		1	-0.94849026	-1.2640549	0.104	0.66002166	1.0	60	tags=100%, list=5%, signal=106%	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS		1	-0.95115453	-1.2631259	0.12008282	0.65587604	1.0	57	tags=100%, list=5%, signal=105%	
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING		2	-0.8106931	-1.2619765	0.18558952	0.6523829	1.0	130	tags=50%, list=12%, signal=56%	
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP		1	-0.95115453	-1.2613015	0.09791667	0.6475163	1.0	57	tags=100%, list=5%, signal=105%	
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM		1	-0.95115453	-1.2607524	0.1018711	0.6419103	1.0	57	tags=100%, list=5%, signal=105%	
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE	REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE		1	-0.94849026	-1.2581861	0.13179916	0.6442574	1.0	60	tags=100%, list=5%, signal=106%	
REACTOME_ALPHA_OXIDATION_OF_PHYTANATE	REACTOME_ALPHA_OXIDATION_OF_PHYTANATE		1	-0.9378331	-1.2560863	0.12175649	0.64530295	1.0	72	tags=100%, list=6%, signal=107%	
REACTOME_INTERLEUKIN_27_SIGNALING	REACTOME_INTERLEUKIN_27_SIGNALING		1	-0.9333926	-1.2474415	0.14081633	0.6726848	1.0	77	tags=100%, list=7%, signal=107%	
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT		2	-0.7857778	-1.243272	0.21505377	0.6815574	1.0	244	tags=100%, list=22%, signal=127%	
REACTOME_ROBO_RECEPTORS_BIND_AKAP5	REACTOME_ROBO_RECEPTORS_BIND_AKAP5		1	-0.94849026	-1.239856	0.10865191	0.68704975	1.0	60	tags=100%, list=5%, signal=106%	
REACTOME_SARS_COV_2_TARGETS_PDZ_PROTEINS_IN_CELL_CELL_JUNCTION	REACTOME_SARS_COV_2_TARGETS_PDZ_PROTEINS_IN_CELL_CELL_JUNCTION		1	-0.91829485	-1.2390773	0.1417004	0.68244225	1.0	94	tags=100%, list=8%, signal=109%	
REACTOME_INTERLEUKIN_35_SIGNALLING	REACTOME_INTERLEUKIN_35_SIGNALLING		1	-0.9333926	-1.2381831	0.13429752	0.67843074	1.0	77	tags=100%, list=7%, signal=107%	
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING		4	-0.6252144	-1.2346183	0.24582338	0.68459696	1.0	126	tags=50%, list=11%, signal=56%	
REACTOME_SIGNALING_BY_HIPPO	REACTOME_SIGNALING_BY_HIPPO		1	-0.91829485	-1.2342651	0.16767676	0.6784114	1.0	94	tags=100%, list=8%, signal=109%	
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL		5	-0.5659536	-1.2265407	0.23918575	0.69974965	1.0	493	tags=100%, list=44%, signal=177%	
REACTOME_CARNITINE_METABOLISM	REACTOME_CARNITINE_METABOLISM		3	-0.67439216	-1.2245125	0.2850575	0.6995965	1.0	158	tags=67%, list=14%, signal=77%	
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION		11	-0.44134378	-1.2235843	0.209375	0.6957012	1.0	192	tags=36%, list=17%, signal=43%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2		4	-0.6009441	-1.223197	0.24050634	0.6897827	1.0	126	tags=50%, list=11%, signal=56%	
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS		1	-0.91829485	-1.2203	0.1663286	0.6935472	1.0	94	tags=100%, list=8%, signal=109%	
REACTOME_MITOCHONDRIAL_TRANSLATION	REACTOME_MITOCHONDRIAL_TRANSLATION		12	-0.42458445	-1.2155614	0.19117647	0.7035382	1.0	257	tags=42%, list=23%, signal=53%	
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE		1	-0.92007107	-1.2155294	0.17515275	0.69665015	1.0	92	tags=100%, list=8%, signal=109%	
REACTOME_MATURATION_OF_SARSCOV2_SPIKE_PROTEIN	REACTOME_MATURATION_OF_SARSCOV2_SPIKE_PROTEIN		4	-0.6018222	-1.2146134	0.25304136	0.69307613	1.0	145	tags=50%, list=13%, signal=57%	
REACTOME_GLYCOGEN_METABOLISM	REACTOME_GLYCOGEN_METABOLISM		8	-0.48707327	-1.2143087	0.2201087	0.6872188	1.0	269	tags=63%, list=24%, signal=82%	
REACTOME_INTRAFLAGELLAR_TRANSPORT	REACTOME_INTRAFLAGELLAR_TRANSPORT		4	-0.6333056	-1.21403	0.30147058	0.68153685	1.0	377	tags=75%, list=33%, signal=112%	
REACTOME_AUTOPHAGY	REACTOME_AUTOPHAGY		17	-0.3779648	-1.2094972	0.16923077	0.6910801	1.0	240	tags=47%, list=21%, signal=59%	
REACTOME_GAP_JUNCTION_ASSEMBLY	REACTOME_GAP_JUNCTION_ASSEMBLY		4	-0.6008139	-1.2085706	0.25742576	0.68781793	1.0	229	tags=75%, list=20%, signal=94%	
REACTOME_NEUROTRANSMITTER_CLEARANCE	REACTOME_NEUROTRANSMITTER_CLEARANCE		2	-0.7831111	-1.2030814	0.2521739	0.70016915	1.0	247	tags=100%, list=22%, signal=128%	
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY		25	-0.33804628	-1.1993169	0.1970803	0.7058881	1.0	632	tags=96%, list=56%, signal=214%	
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS		4	-0.60258913	-1.1981668	0.29156625	0.7032245	1.0	283	tags=75%, list=25%, signal=100%	
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN		4	-0.6008139	-1.1975831	0.26682693	0.69873565	1.0	229	tags=75%, list=20%, signal=94%	
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS		4	-0.6100593	-1.1940325	0.26732674	0.7040522	1.0	197	tags=50%, list=17%, signal=60%	
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	REACTOME_OTHER_SEMAPHORIN_INTERACTIONS		1	-0.89076376	-1.1937604	0.21473685	0.6985437	1.0	125	tags=100%, list=11%, signal=112%	
