NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_BASEMENT_MEMBRANE_ORGANIZATION	GOBP_BASEMENT_MEMBRANE_ORGANIZATION		11	-0.826433	-2.2756069	0.0	5.799334E-4	0.014	204	tags=91%, list=18%, signal=110%	
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS	GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS		14	-0.7423348	-2.273987	0.0	5.92375E-4	0.014	129	tags=71%, list=11%, signal=80%	
GOBP_CARDIAC_CHAMBER_DEVELOPMENT	GOBP_CARDIAC_CHAMBER_DEVELOPMENT		23	-0.6544378	-2.2701206	0.0	6.419543E-4	0.016	129	tags=52%, list=11%, signal=58%	
GOBP_OXIDATIVE_PHOSPHORYLATION	GOBP_OXIDATIVE_PHOSPHORYLATION		63	-0.5049467	-2.2469022	0.0	8.332453E-4	0.022	346	tags=62%, list=31%, signal=84%	
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT		48	-0.51006174	-2.2094045	0.0	0.00156772	0.044	346	tags=58%, list=31%, signal=81%	
GOBP_REGULATION_OF_HEART_CONTRACTION	GOBP_REGULATION_OF_HEART_CONTRACTION		39	-0.54551077	-2.1981337	0.0	0.0017064393	0.05	204	tags=54%, list=18%, signal=63%	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS		13	-0.7389726	-2.1959143	0.00591716	0.0016432379	0.05	123	tags=69%, list=11%, signal=77%	
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT		16	-0.67434925	-2.1809943	0.0	0.0018005454	0.056	172	tags=56%, list=15%, signal=65%	
GOBP_CALCIUM_MEDIATED_SIGNALING	GOBP_CALCIUM_MEDIATED_SIGNALING		22	-0.630269	-2.1792417	0.0	0.0017384576	0.056	195	tags=59%, list=17%, signal=70%	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING		13	-0.7298384	-2.1666777	0.0028901733	0.0021164292	0.068	172	tags=62%, list=15%, signal=72%	
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION		25	-0.6061052	-2.1626227	0.0	0.0021042593	0.07	288	tags=72%, list=26%, signal=95%	
GOBP_REGULATION_OF_HEART_RATE	GOBP_REGULATION_OF_HEART_RATE		24	-0.59441954	-2.1613517	0.0	0.0020659247	0.07	204	tags=63%, list=18%, signal=75%	
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS	GOBP_CARDIAC_CHAMBER_MORPHOGENESIS		17	-0.66694623	-2.1522906	0.0032258064	0.0024516084	0.084	129	tags=65%, list=11%, signal=72%	
GOBP_MUSCLE_TISSUE_DEVELOPMENT	GOBP_MUSCLE_TISSUE_DEVELOPMENT		63	-0.47996992	-2.1518006	0.0	0.0023795024	0.084	249	tags=54%, list=22%, signal=65%	
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING		14	-0.6850277	-2.1460624	0.0	0.0025346822	0.092	126	tags=50%, list=11%, signal=56%	
GOBP_STRIATED_MUSCLE_TISSUE_DEVELOPMENT	GOBP_STRIATED_MUSCLE_TISSUE_DEVELOPMENT		48	-0.5114335	-2.143772	0.0	0.0024892315	0.093	249	tags=58%, list=22%, signal=72%	
GOBP_ATP_METABOLIC_PROCESS	GOBP_ATP_METABOLIC_PROCESS		66	-0.47271037	-2.1435738	0.0	0.0024219549	0.093	329	tags=62%, list=29%, signal=83%	
GOBP_HEART_MORPHOGENESIS	GOBP_HEART_MORPHOGENESIS		27	-0.5894376	-2.1115458	0.0	0.003344037	0.131	132	tags=56%, list=12%, signal=61%	
GOBP_CARDIAC_CELL_DEVELOPMENT	GOBP_CARDIAC_CELL_DEVELOPMENT		22	-0.5980256	-2.0827978	0.0	0.0042863297	0.172	249	tags=64%, list=22%, signal=80%	
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY		30	-0.555051	-2.0813344	0.0	0.004244298	0.174	346	tags=67%, list=31%, signal=94%	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION		20	-0.6041796	-2.0761871	0.0	0.0042884382	0.18	204	tags=60%, list=18%, signal=72%	
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT	GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT		8	-0.81934446	-2.0738294	0.0	0.0043311715	0.185	172	tags=88%, list=15%, signal=103%	
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION		24	-0.5809907	-2.0693326	0.0	0.0044943253	0.193	249	tags=63%, list=22%, signal=79%	
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM	GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM		14	-0.6716161	-2.0611904	0.003012048	0.0047893906	0.209	172	tags=57%, list=15%, signal=67%	
GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY	GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY		59	-0.4568771	-2.0605254	0.0	0.0047018947	0.209	132	tags=32%, list=12%, signal=35%	
GOBP_REGULATION_OF_MUSCLE_CONTRACTION	GOBP_REGULATION_OF_MUSCLE_CONTRACTION		35	-0.5230646	-2.0505686	0.0	0.0052957446	0.236	126	tags=43%, list=11%, signal=47%	
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION		44	-0.49419007	-2.0333853	0.0	0.0064753704	0.283	132	tags=43%, list=12%, signal=47%	
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN		54	-0.4593043	-2.0246785	0.0	0.0069741104	0.31	346	tags=56%, list=31%, signal=76%	
GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION	GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION		7	-0.8357143	-2.01321	0.0	0.008107434	0.357	192	tags=100%, list=17%, signal=120%	
GOBP_HEART_DEVELOPMENT	GOBP_HEART_DEVELOPMENT		69	-0.45018357	-2.007048	0.0	0.00850239	0.377	132	tags=38%, list=12%, signal=40%	
GOBP_STRIATED_MUSCLE_ADAPTATION	GOBP_STRIATED_MUSCLE_ADAPTATION		9	-0.77057165	-2.0023618	0.0028089888	0.00887962	0.401	132	tags=56%, list=12%, signal=62%	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION		10	-0.72276866	-1.984184	0.0	0.010686066	0.468	172	tags=60%, list=15%, signal=70%	
GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING	GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING		28	-0.53327215	-1.982275	0.0036764706	0.010665477	0.473	204	tags=50%, list=18%, signal=60%	
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION		19	-0.5924834	-1.98173	0.0	0.010563901	0.478	204	tags=58%, list=18%, signal=69%	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION		8	-0.7931669	-1.9767468	0.0	0.010892885	0.498	93	tags=75%, list=8%, signal=81%	
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	GOBP_ACTIN_MEDIATED_CELL_CONTRACTION		27	-0.5567746	-1.9753026	0.0	0.010807305	0.501	204	tags=63%, list=18%, signal=75%	
GOBP_SKELETAL_MUSCLE_ADAPTATION	GOBP_SKELETAL_MUSCLE_ADAPTATION		5	-0.9124212	-1.9730356	0.0	0.010952912	0.51	27	tags=60%, list=2%, signal=61%	
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION		12	-0.6679819	-1.9687562	0.0030674846	0.011261456	0.532	126	tags=50%, list=11%, signal=56%	
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION		13	-0.6702832	-1.9684409	0.002994012	0.011129089	0.532	241	tags=62%, list=21%, signal=77%	
GOBP_REGULATION_OF_BLOOD_CIRCULATION	GOBP_REGULATION_OF_BLOOD_CIRCULATION		41	-0.48786005	-1.9682873	0.0	0.010958273	0.532	204	tags=51%, list=18%, signal=60%	
GOBP_SKELETAL_MUSCLE_CONTRACTION	GOBP_SKELETAL_MUSCLE_CONTRACTION		7	-0.81510174	-1.9621286	0.0	0.01143334	0.558	172	tags=86%, list=15%, signal=101%	
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY		37	-0.48137262	-1.9393771	0.0	0.014576984	0.651	346	tags=59%, list=31%, signal=83%	
GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING		9	-0.7166825	-1.9329013	0.0028089888	0.015436426	0.678	126	tags=56%, list=11%, signal=62%	
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION		18	-0.57835853	-1.9316758	0.003164557	0.015386348	0.683	311	tags=72%, list=28%, signal=98%	
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL		16	-0.60170686	-1.9211578	0.0031347962	0.016940534	0.721	172	tags=56%, list=15%, signal=65%	
GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS	GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS		32	-0.49500713	-1.9080284	0.0	0.019396087	0.773	213	tags=50%, list=19%, signal=60%	
GOBP_TISSUE_MORPHOGENESIS	GOBP_TISSUE_MORPHOGENESIS		39	-0.46266696	-1.9043691	0.0	0.019808222	0.786	132	tags=41%, list=12%, signal=45%	
GOBP_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	GOBP_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY		11	-0.67099655	-1.8822452	0.0	0.025462275	0.865	172	tags=73%, list=15%, signal=85%	
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS		49	-0.4443282	-1.8765402	0.004901961	0.026707707	0.887	329	tags=65%, list=29%, signal=88%	
GOBP_NEUROMUSCULAR_PROCESS	GOBP_NEUROMUSCULAR_PROCESS		12	-0.64315575	-1.8661541	0.009118541	0.029292447	0.907	172	tags=58%, list=15%, signal=68%	
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY	GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY		22	-0.5442261	-1.8561686	0.0032467532	0.032148387	0.928	204	tags=59%, list=18%, signal=71%	
GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS		34	-0.46741906	-1.8555131	0.0	0.031858988	0.929	272	tags=65%, list=24%, signal=83%	
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS		42	-0.46120584	-1.8500041	0.0	0.033273302	0.944	288	tags=60%, list=26%, signal=77%	
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING	GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING		8	-0.7239503	-1.8391861	0.008130081	0.036539312	0.957	123	tags=75%, list=11%, signal=84%	
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	GOBP_ANIMAL_ORGAN_MORPHOGENESIS		59	-0.41565114	-1.8379921	0.0	0.03648217	0.96	132	tags=34%, list=12%, signal=36%	
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION		5	-0.85956174	-1.8372961	0.0	0.036254738	0.96	123	tags=80%, list=11%, signal=89%	
GOBP_CARDIOCYTE_DIFFERENTIATION	GOBP_CARDIOCYTE_DIFFERENTIATION		26	-0.5162348	-1.8352937	0.01532567	0.036532633	0.962	249	tags=58%, list=22%, signal=72%	
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE		28	-0.4999737	-1.8324732	0.0	0.037015025	0.963	360	tags=68%, list=32%, signal=97%	
GOBP_CALCIUM_ION_HOMEOSTASIS	GOBP_CALCIUM_ION_HOMEOSTASIS		33	-0.4740258	-1.8311186	0.0	0.037020586	0.966	272	tags=67%, list=24%, signal=85%	
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS		102	-0.3654245	-1.8311131	0.0	0.036557827	0.966	300	tags=47%, list=27%, signal=58%	
GOBP_MUSCLE_ADAPTATION	GOBP_MUSCLE_ADAPTATION		15	-0.58783084	-1.8285763	0.015873017	0.037061967	0.968	160	tags=47%, list=14%, signal=54%	
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER		5	-0.8520499	-1.8238516	0.005050505	0.038160224	0.974	172	tags=100%, list=15%, signal=117%	
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION		7	-0.7344833	-1.8117841	0.005524862	0.042050987	0.984	288	tags=86%, list=26%, signal=114%	
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION		8	-0.7162531	-1.8097962	0.00882353	0.042379823	0.985	316	tags=88%, list=28%, signal=121%	
GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY		20	-0.5307171	-1.7881798	0.0	0.05177006	0.997	123	tags=40%, list=11%, signal=44%	
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION		12	-0.6135596	-1.7875899	0.006042296	0.05146102	0.997	93	tags=50%, list=8%, signal=54%	
GOBP_T_TUBULE_ORGANIZATION	GOBP_T_TUBULE_ORGANIZATION		4	-0.9009985	-1.7780838	0.0	0.055577256	0.998	33	tags=50%, list=3%, signal=51%	
GOBP_CRISTAE_FORMATION	GOBP_CRISTAE_FORMATION		10	-0.65392107	-1.775315	0.0121951215	0.05654839	0.998	308	tags=80%, list=27%, signal=109%	
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL		21	-0.4991361	-1.7707977	0.010752688	0.058661085	0.998	204	tags=52%, list=18%, signal=63%	
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY		7	-0.7260389	-1.7702459	0.01010101	0.058308844	0.998	93	tags=71%, list=8%, signal=77%	
GOBP_CARDIAC_CONDUCTION	GOBP_CARDIAC_CONDUCTION		24	-0.51316994	-1.7688192	0.010526316	0.058472548	0.998	204	tags=50%, list=18%, signal=60%	
GOBP_POSITIVE_REGULATION_OF_HEART_RATE	GOBP_POSITIVE_REGULATION_OF_HEART_RATE		4	-0.89492434	-1.7657816	0.004819277	0.059511993	0.998	123	tags=100%, list=11%, signal=112%	
GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY		7	-0.7260389	-1.7653781	0.01591512	0.059049353	0.998	93	tags=71%, list=8%, signal=77%	
GOBP_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	GOBP_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT		74	-0.38980556	-1.7615887	0.0	0.06061401	0.998	126	tags=32%, list=11%, signal=34%	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION	GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION		4	-0.8834275	-1.749866	0.0022883294	0.067164026	1.0	27	tags=50%, list=2%, signal=51%	
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C	GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C		6	-0.790465	-1.7445179	0.013020833	0.06981694	1.0	194	tags=83%, list=17%, signal=100%	
GOBP_AEROBIC_RESPIRATION	GOBP_AEROBIC_RESPIRATION		80	-0.37787127	-1.7353774	0.0	0.07489939	1.0	329	tags=52%, list=29%, signal=69%	
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS		4	-0.8779723	-1.7311608	0.0070588235	0.07715198	1.0	81	tags=50%, list=7%, signal=54%	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		10	-0.63567674	-1.7306851	0.03508772	0.076758206	1.0	316	tags=80%, list=28%, signal=110%	
GOBP_CIRCULATORY_SYSTEM_PROCESS	GOBP_CIRCULATORY_SYSTEM_PROCESS		76	-0.3738474	-1.720972	0.0	0.08330509	1.0	204	tags=42%, list=18%, signal=48%	
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	GOBP_ACTIN_FILAMENT_BASED_MOVEMENT		32	-0.44092244	-1.7137858	0.004149378	0.088105984	1.0	204	tags=56%, list=18%, signal=67%	
GOBP_RESPONSE_TO_MUSCLE_STRETCH	GOBP_RESPONSE_TO_MUSCLE_STRETCH		10	-0.6076613	-1.7135515	0.027322404	0.08744695	1.0	172	tags=40%, list=15%, signal=47%	
GOBP_CELLULAR_RESPIRATION	GOBP_CELLULAR_RESPIRATION		88	-0.3552307	-1.7026864	0.0	0.09569294	1.0	314	tags=48%, list=28%, signal=61%	
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL		5	-0.8015511	-1.6989347	0.020881671	0.09799769	1.0	204	tags=80%, list=18%, signal=97%	
GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY	GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY		9	-0.64974177	-1.6946799	0.027272727	0.10066255	1.0	132	tags=56%, list=12%, signal=62%	
GOBP_SEQUESTERING_OF_CALCIUM_ION	GOBP_SEQUESTERING_OF_CALCIUM_ION		20	-0.48889852	-1.6929178	0.018927446	0.1013532	1.0	126	tags=40%, list=11%, signal=44%	
GOBP_ION_TRANSMEMBRANE_TRANSPORT	GOBP_ION_TRANSMEMBRANE_TRANSPORT		82	-0.35605818	-1.6924227	0.0	0.10089478	1.0	126	tags=29%, list=11%, signal=31%	
GOBP_CATION_TRANSMEMBRANE_TRANSPORT	GOBP_CATION_TRANSMEMBRANE_TRANSPORT		73	-0.36058834	-1.6862829	0.0	0.10566301	1.0	126	tags=30%, list=11%, signal=32%	
GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION		6	-0.7344366	-1.6721178	0.033333335	0.118682586	1.0	204	tags=83%, list=18%, signal=101%	
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL		6	-0.72435325	-1.6711484	0.025510205	0.118600614	1.0	316	tags=100%, list=28%, signal=138%	
GOBP_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	GOBP_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND		3	-0.9017467	-1.6619323	0.00954654	0.12719005	1.0	84	tags=67%, list=7%, signal=72%	
GOBP_CELLULAR_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS		5	-0.77201474	-1.6607282	0.035264485	0.12732759	1.0	179	tags=80%, list=16%, signal=95%	
GOBP_CELLULAR_RESPONSE_TO_CAFFEINE	GOBP_CELLULAR_RESPONSE_TO_CAFFEINE		3	-0.9017467	-1.6550584	0.004494382	0.13270675	1.0	84	tags=67%, list=7%, signal=72%	
